solver,size,time,error,mem
SDPA,4,0.009089917,1.5034462172991425e-6,2.361056
SDPA,6,0.107572875,0.0004016493365883722,12.210992
SDPA,8,0.736240125,0.00024893566081329865,42.479688
SDPA,10,3.63227425,0.0008558545867030087,120.314544
SDPA,12,13.088905667,0.029886416158099394,301.78404
SDPA,14,42.287872584,0.003294494408230264,687.383008
SDPA,16,125.2053255,0.024616669617384845,1425.416976
