solver,size,time,error,mem
Clarabel,2,0.00187775,1.5424703736499623e-9,0.365616
Clarabel,6,0.028033209,9.438871906297663e-11,26.195424
Clarabel,10,1.62128025,7.080152131244688e-9,286.115816
