solver,size,time,error,mem
COSMO,2,0.002249125,3.6324387941988334e-11,0.279776
COSMO,6,0.016975833,9.192646643896296e-14,17.507832
COSMO,10,0.210993833,4.198863479132342e-12,171.795824
